ticker,cycle,arm,entry,window,iv30,iv91,o2,cycle_return
GLD,29,straddle,2010-10-18,estimation,0.19124049999999998,0.211343,0.9048821110706291,-0.3136276228410618
GLD,29,strip,2010-10-18,estimation,0.19124049999999998,0.211343,0.9048821110706291,-0.2410280710089745
GLD,30,straddle,2010-11-22,estimation,0.1837295,0.2091715,0.878367750864721,0.3404152438290564
GLD,30,strip,2010-11-22,estimation,0.1837295,0.2091715,0.878367750864721,0.34012935159784186
GLD,31,straddle,2010-12-20,estimation,0.15596300000000002,0.193257,0.8070238076757893,0.04966845050727882
GLD,31,strip,2010-12-20,estimation,0.15596300000000002,0.193257,0.8070238076757893,0.2936283147478685
GLD,32,straddle,2011-01-24,estimation,0.1692785,0.19074249999999998,0.8874713291479351,0.0650294861413284
GLD,32,strip,2011-01-24,estimation,0.1692785,0.19074249999999998,0.8874713291479351,0.29474650631890614
GLD,33,straddle,2011-02-22,estimation,0.155246,0.169432,0.9162731951461353,0.08353798587901522
GLD,33,strip,2011-02-22,estimation,0.155246,0.169432,0.9162731951461353,0.09509666189060964
GLD,34,straddle,2011-03-21,estimation,0.1504255,0.16718650000000002,0.8997466900736601,0.15136204945926296
GLD,34,strip,2011-03-21,estimation,0.1504255,0.16718650000000002,0.8997466900736601,0.3651912560261255
GLD,35,straddle,2011-04-18,estimation,0.147945,0.16139199999999998,0.9166811242192923,-0.07675470642963157
GLD,35,strip,2011-04-18,estimation,0.147945,0.16139199999999998,0.9166811242192923,-0.13334673100669175
GLD,36,straddle,2011-05-23,estimation,0.1663005,0.18153799999999998,0.916064405248488,0.4810876962298444
GLD,36,strip,2011-05-23,estimation,0.1663005,0.18153799999999998,0.916064405248488,0.7496410875839032
GLD,37,straddle,2011-06-20,estimation,0.1481765,0.1664095,0.8904329380233701,-0.07716364946573026
GLD,37,strip,2011-06-20,estimation,0.1481765,0.1664095,0.8904329380233701,0.1560423273723336
GLD,38,straddle,2011-07-18,estimation,0.17879,0.18886999999999998,0.9466299571133585,-0.3653887470477842
GLD,38,strip,2011-07-18,estimation,0.17879,0.18886999999999998,0.9466299571133585,-0.7499407827899849
GLD,39,straddle,2011-08-22,estimation,0.302334,0.289381,1.0447610589499656,-0.1553296452008069
GLD,39,strip,2011-08-22,estimation,0.302334,0.289381,1.0447610589499656,-0.09668276479793515
GLD,40,straddle,2011-09-19,estimation,0.28839499999999996,0.2840335,1.015355583056224,-0.15187599924088452
GLD,40,strip,2011-09-19,estimation,0.28839499999999996,0.2840335,1.015355583056224,0.02754025658491462
GLD,41,straddle,2011-10-24,estimation,0.240188,0.25538649999999996,0.9404882403729251,-0.04688359602556069
GLD,41,strip,2011-10-24,estimation,0.240188,0.25538649999999996,0.9404882403729251,0.08056788175727678
GLD,42,straddle,2011-11-21,estimation,0.266174,0.284247,0.9364179745080863,0.022339423492104722
GLD,42,strip,2011-11-21,estimation,0.266174,0.284247,0.9364179745080863,0.2723968200381442
GLD,43,straddle,2011-12-19,estimation,0.21144400000000002,0.2376225,0.889831560563499,0.16667817300897275
GLD,43,strip,2011-12-19,estimation,0.21144400000000002,0.2376225,0.889831560563499,0.4586317087507772
GLD,44,straddle,2012-01-23,estimation,0.1763135,0.19984200000000002,0.8822644889462675,0.009436952236074093
GLD,44,strip,2012-01-23,estimation,0.1763135,0.19984200000000002,0.8822644889462675,0.24004197859467946
GLD,45,straddle,2012-02-21,estimation,0.17982949999999998,0.19443850000000001,0.9248657030372069,-0.708855974965747
GLD,45,strip,2012-02-21,estimation,0.17982949999999998,0.19443850000000001,0.9248657030372069,-0.8108949065575801
GLD,46,straddle,2012-03-19,estimation,0.1605595,0.169791,0.9456302159714001,0.10534971669720153
GLD,46,strip,2012-03-19,estimation,0.1605595,0.169791,0.9456302159714001,0.23395029706337306
GLD,47,straddle,2012-04-23,estimation,0.1510185,0.16812549999999998,0.8982486297438521,-0.009032517577655164
GLD,47,strip,2012-04-23,estimation,0.1510185,0.16812549999999998,0.8982486297438521,0.07251123818969163
GLD,48,straddle,2012-05-21,estimation,0.180124,0.1997035,0.9019571514770648,0.008959779517422627
GLD,48,strip,2012-05-21,estimation,0.180124,0.1997035,0.9019571514770648,0.051656477145144465
GLD,49,straddle,2012-06-18,estimation,0.186435,0.206549,0.9026187490619658,0.0540368272709482
GLD,49,strip,2012-06-18,estimation,0.186435,0.206549,0.9026187490619658,0.28981963628157564
GLD,50,straddle,2012-07-23,estimation,0.1632405,0.177038,0.9220647544594947,0.3295827235395483
GLD,50,strip,2012-07-23,estimation,0.1632405,0.177038,0.9220647544594947,0.6150207658835375
GLD,51,straddle,2012-08-20,estimation,0.139073,0.1700225,0.8179682100898411,-0.22517851082783955
GLD,51,strip,2012-08-20,estimation,0.139073,0.1700225,0.8179682100898411,0.016894483911972985
GLD,52,straddle,2012-09-24,estimation,0.1583145,0.17362,0.9118448335445225,0.3559769226845441
GLD,52,strip,2012-09-24,estimation,0.1583145,0.17362,0.9118448335445225,0.5881768375738069
GLD,53,straddle,2012-10-22,estimation,0.134511,0.14894849999999998,0.9030705243758749,0.19504990584076612
GLD,53,strip,2012-10-22,estimation,0.134511,0.14894849999999998,0.9030705243758749,0.09173370222782169
GLD,54,straddle,2012-11-19,estimation,0.124801,0.14354050000000002,0.8694479955134612,0.17102516564121323
GLD,54,strip,2012-11-19,estimation,0.124801,0.14354050000000002,0.8694479955134612,0.47015170789550986
GLD,55,straddle,2012-12-24,estimation,0.1185975,0.12700250000000002,0.9338202003897559,0.20482747230998066
GLD,55,strip,2012-12-24,estimation,0.1185975,0.12700250000000002,0.9338202003897559,0.3760133592602378
GLD,56,straddle,2013-01-22,estimation,0.111045,0.1286935,0.8628640918150491,0.07063673650913824
GLD,56,strip,2013-01-22,estimation,0.111045,0.1286935,0.8628640918150491,0.33177979416997616
GLD,57,straddle,2013-02-19,estimation,0.13734849999999998,0.138848,0.9892004206038256,0.13155416280798063
GLD,57,strip,2013-02-19,estimation,0.13734849999999998,0.138848,0.9892004206038256,0.243577636050306
GLD,58,straddle,2013-03-18,estimation,0.122434,0.129404,0.9461376773515503,-0.5569549372815881
GLD,58,strip,2013-03-18,estimation,0.122434,0.129404,0.9461376773515503,-5.289863954964151
GLD,59,straddle,2013-04-22,estimation,0.21471200000000001,0.186864,1.149028170220053,0.03701816369519654
GLD,59,strip,2013-04-22,estimation,0.21471200000000001,0.186864,1.149028170220053,0.3437346484299701
GLD,60,straddle,2013-05-20,estimation,0.238546,0.2027025,1.1768281101614435,0.13148050826269964
GLD,60,strip,2013-05-20,estimation,0.238546,0.2027025,1.1768281101614435,0.06792650282089732
GLD,61,straddle,2013-06-24,estimation,0.246343,0.2156755,1.1421927849941231,0.11370335826019519
GLD,61,strip,2013-06-24,estimation,0.246343,0.2156755,1.1421927849941231,0.12707230289900975
GLD,62,straddle,2013-07-22,estimation,0.192858,0.191093,1.0092363404206328,-0.133558012690703
GLD,62,strip,2013-07-22,estimation,0.192858,0.191093,1.0092363404206328,0.3120070757158385
GLD,63,straddle,2013-08-19,estimation,0.21478799999999998,0.2047175,1.0491921794668262,-0.3884011929833856
GLD,63,strip,2013-08-19,estimation,0.21478799999999998,0.2047175,1.0491921794668262,-0.10647404460048913
GLD,64,straddle,2013-09-23,estimation,0.202831,0.199403,1.0171913160784944,-0.0031398133067421473
GLD,64,strip,2013-09-23,estimation,0.202831,0.199403,1.0171913160784944,0.10594334741247721
GLD,65,straddle,2013-10-21,estimation,0.1961525,0.191044,1.0267399133183979,0.28246986079393166
GLD,65,strip,2013-10-21,estimation,0.1961525,0.191044,1.0267399133183979,0.5477525594319261
GLD,66,straddle,2013-11-18,estimation,0.174296,0.180676,0.9646881710907924,-0.21877385335276026
GLD,66,strip,2013-11-18,estimation,0.174296,0.180676,0.9646881710907924,-0.019881010900057443
GLD,67,straddle,2013-12-23,estimation,0.182721,0.1911985,0.9556612630329213,0.15326319598867305
GLD,67,strip,2013-12-23,estimation,0.182721,0.1911985,0.9556612630329213,0.4359738836279819
GLD,68,straddle,2014-01-21,estimation,0.147317,0.15931,0.9247191011235955,-0.18789909398555202
GLD,68,strip,2014-01-21,estimation,0.147317,0.15931,0.9247191011235955,-0.1475287565189752
GLD,69,straddle,2014-02-24,estimation,0.14279150000000002,0.15050049999999998,0.9487775788120307,-0.03670064613821926
GLD,69,strip,2014-02-24,estimation,0.14279150000000002,0.15050049999999998,0.9487775788120307,-0.09378972913123355
GLD,70,straddle,2014-03-24,estimation,0.15638649999999998,0.161644,0.9674748212120461,0.15902151384290067
GLD,70,strip,2014-03-24,estimation,0.15638649999999998,0.161644,0.9674748212120461,0.4641915432868644
GLD,71,straddle,2014-04-21,estimation,0.146517,0.1501565,0.975761955026922,0.39157337819127996
GLD,71,strip,2014-04-21,estimation,0.146517,0.1501565,0.975761955026922,0.5178789897986936
GLD,72,straddle,2014-05-19,estimation,0.128683,0.1371465,0.938288618375241,-0.7017933369428699
GLD,72,strip,2014-05-19,estimation,0.128683,0.1371465,0.938288618375241,-0.06491565019030233
GLD,73,straddle,2014-06-23,estimation,0.1154725,0.126256,0.914590197693575,-0.3928749175066782
GLD,73,strip,2014-06-23,estimation,0.1154725,0.126256,0.914590197693575,-0.18420777869517813
GLD,74,straddle,2014-07-21,estimation,0.13361,0.133824,0.9984008847441416,0.37997782367231503
GLD,74,strip,2014-07-21,estimation,0.13361,0.133824,0.9984008847441416,0.4542029973318807
GLD,75,straddle,2014-08-18,estimation,0.1236395,0.134497,0.9192732923410931,-0.06660932814677165
GLD,75,strip,2014-08-18,estimation,0.1236395,0.134497,0.9192732923410931,0.3693339122707331
GLD,76,straddle,2014-09-22,estimation,0.14248,0.1448125,0.9838929650410012,0.22130039669280976
GLD,76,strip,2014-09-22,estimation,0.14248,0.1448125,0.9838929650410012,0.4543766939944569
GLD,77,straddle,2014-10-20,estimation,0.154914,0.15753650000000002,0.9833530642105162,-0.06211478412211931
GLD,77,strip,2014-10-20,estimation,0.154914,0.15753650000000002,0.9833530642105162,-0.4017223487613423
GLD,78,straddle,2014-11-24,estimation,0.1839885,0.172238,1.0682224596198284,-0.001721718793936205
GLD,78,strip,2014-11-24,estimation,0.1839885,0.172238,1.0682224596198284,-0.4754719669272948
GLD,79,straddle,2014-12-22,estimation,0.18131999999999998,0.1790325,1.0127770097607975,-0.05847378456507591
GLD,79,strip,2014-12-22,estimation,0.18131999999999998,0.1790325,1.0127770097607975,0.029180699404425525
GLD,80,straddle,2015-01-20,estimation,0.2158765,0.200337,1.0775667999420977,0.02832601277391569
GLD,80,strip,2015-01-20,estimation,0.2158765,0.200337,1.0775667999420977,0.323443955314956
GLD,81,straddle,2015-02-23,estimation,0.17763600000000002,0.175327,1.0131696772316872,0.16184489611797023
GLD,81,strip,2015-02-23,estimation,0.17763600000000002,0.175327,1.0131696772316872,0.40533867611987706
GLD,82,straddle,2015-03-23,estimation,0.15485900000000002,0.16758699999999999,0.9240513882341711,0.1790777524293366
GLD,82,strip,2015-03-23,estimation,0.15485900000000002,0.16758699999999999,0.9240513882341711,0.3685177876648111
GLD,83,straddle,2015-04-20,estimation,0.1361255,0.1534625,0.8870277755151911,-0.44726626751734405
GLD,83,strip,2015-04-20,estimation,0.1361255,0.1534625,0.8870277755151911,-0.38301629688192934
GLD,84,straddle,2015-05-18,estimation,0.14206649999999998,0.15253450000000002,0.9313729025236912,0.17139870115693345
GLD,84,strip,2015-05-18,estimation,0.14206649999999998,0.15253450000000002,0.9313729025236912,0.5988585920801623
GLD,85,straddle,2015-06-22,estimation,0.1240115,0.139033,0.8919573051002281,0.1863252510684649
GLD,85,strip,2015-06-22,estimation,0.1240115,0.139033,0.8919573051002281,0.6092305999753059
GLD,86,straddle,2015-07-20,estimation,0.177244,0.1699255,1.0430688743007965,0.36826786302375675
GLD,86,strip,2015-07-20,estimation,0.177244,0.1699255,1.0430688743007965,0.5707744556067147
GLD,87,straddle,2015-08-24,estimation,0.18665700000000002,0.17842750000000002,1.046122374633955,0.348562820144049
GLD,87,strip,2015-08-24,estimation,0.18665700000000002,0.17842750000000002,1.046122374633955,0.616896379729904
GLD,88,straddle,2015-09-21,estimation,0.15061950000000002,0.1645915,0.9151110476543444,-0.22755571921362802
GLD,88,strip,2015-09-21,estimation,0.15061950000000002,0.1645915,0.9151110476543444,-0.19684234559046268
GLD,89,straddle,2015-10-19,estimation,0.1592225,0.169325,0.9403366307397016,0.09618506656594174
GLD,89,strip,2015-10-19,estimation,0.1592225,0.169325,0.9403366307397016,0.5258317806720642
GLD,90,straddle,2015-11-23,estimation,0.158487,0.15437450000000003,1.0266397623959913,-0.20436466593538818
GLD,90,strip,2015-11-23,estimation,0.158487,0.15437450000000003,1.0266397623959913,-0.08546175657593527
GLD,91,straddle,2015-12-21,estimation,0.138486,0.151651,0.913188834890637,-0.0915842449588001
GLD,91,strip,2015-12-21,estimation,0.138486,0.151651,0.913188834890637,0.08138339134072178
GLD,92,straddle,2016-01-19,estimation,0.148499,0.16054000000000002,0.9249968855113989,-0.043838132847128904
GLD,92,strip,2016-01-19,estimation,0.148499,0.16054000000000002,0.9249968855113989,-0.9015841727791885
GLD,93,straddle,2016-02-22,estimation,0.216775,0.206708,1.048701550012578,0.14314372604667105
GLD,93,strip,2016-02-22,estimation,0.216775,0.206708,1.048701550012578,0.488859655535264
GLD,94,straddle,2016-03-21,estimation,0.162341,0.166386,0.975689060377676,-0.11278776416370231
GLD,94,strip,2016-03-21,estimation,0.162341,0.166386,0.975689060377676,-0.07840911399457162
GLD,95,straddle,2016-04-18,estimation,0.1649885,0.1683825,0.9798435110537023,0.053008095751239256
GLD,95,strip,2016-04-18,estimation,0.1649885,0.1683825,0.9798435110537023,0.15627575095261864
GLD,96,straddle,2016-05-23,estimation,0.1605525,0.1667865,0.9626228741534836,-0.12852900108826748
GLD,96,strip,2016-05-23,estimation,0.1605525,0.1667865,0.9626228741534836,0.054858170137102986
GLD,97,straddle,2016-06-20,estimation,0.199737,0.1813415,1.1014412034752112,-0.18760852640481718
GLD,97,strip,2016-06-20,estimation,0.199737,0.1813415,1.1014412034752112,-0.08947281991261564
GLD,98,straddle,2016-07-18,estimation,0.162434,0.160568,1.011621244581735,0.30623648351729926
GLD,98,strip,2016-07-18,estimation,0.162434,0.160568,1.011621244581735,0.33652874394338306
GLD,99,straddle,2016-08-22,estimation,0.15412399999999998,0.167894,0.9179839660738323,0.15560786070310248
GLD,99,strip,2016-08-22,estimation,0.15412399999999998,0.167894,0.9179839660738323,0.4239255243169965
GLD,100,straddle,2016-09-19,estimation,0.15037,0.1560765,0.9634378013346019,-0.16136528898291136
GLD,100,strip,2016-09-19,estimation,0.15037,0.1560765,0.9634378013346019,0.11895766975180258
GLD,101,straddle,2016-10-24,estimation,0.13651000000000002,0.1443445,0.945723598751598,-0.25265214527445296
GLD,101,strip,2016-10-24,estimation,0.13651000000000002,0.1443445,0.945723598751598,-0.03997131801002689
GLD,102,straddle,2016-11-21,estimation,0.140153,0.149513,0.9373967481088601,-0.1385695391807488
GLD,102,strip,2016-11-21,estimation,0.140153,0.149513,0.9373967481088601,0.2591339697856631
GLD,103,straddle,2016-12-19,estimation,0.14801,0.1585915,0.9332782652285905,0.09891046119608037
GLD,103,strip,2016-12-19,estimation,0.14801,0.1585915,0.9332782652285905,0.48092491790029873
GLD,104,straddle,2017-01-23,estimation,0.136998,0.144893,0.9455115153941185,0.20589931859701432
GLD,104,strip,2017-01-23,estimation,0.136998,0.144893,0.9455115153941185,0.42884910010849386
GLD,105,straddle,2017-02-21,estimation,0.124136,0.1432795,0.8663905164381506,0.1754366131423542
GLD,105,strip,2017-02-21,estimation,0.124136,0.1432795,0.8663905164381506,0.22901484676650447
GLD,106,straddle,2017-03-20,estimation,0.11068349999999999,0.12957950000000001,0.8541744643249896,0.0658390359331483
GLD,106,strip,2017-03-20,estimation,0.11068349999999999,0.12957950000000001,0.8541744643249896,0.46867208415967515
GLD,107,straddle,2017-04-24,estimation,0.1173485,0.122835,0.9553343916636138,-0.13444951008460826
GLD,107,strip,2017-04-24,estimation,0.1173485,0.122835,0.9553343916636138,-0.19662083318843973
GLD,108,straddle,2017-05-22,estimation,0.1126355,0.125017,0.9009614692401834,0.3566354460300981
GLD,108,strip,2017-05-22,estimation,0.1126355,0.125017,0.9009614692401834,0.4135755530768776
GLD,109,straddle,2017-06-19,estimation,0.0968695,0.113372,0.8544393677451222,-0.08999658444044888
GLD,109,strip,2017-06-19,estimation,0.0968695,0.113372,0.8544393677451222,0.1135961079305731
GLD,110,straddle,2017-07-24,estimation,0.105824,0.1162435,0.9103648806169807,-0.006720513362813975
GLD,110,strip,2017-07-24,estimation,0.105824,0.1162435,0.9103648806169807,0.3168219559913081
GLD,111,straddle,2017-08-21,estimation,0.1164225,0.1217855,0.9559635588801622,-0.031887407478134226
GLD,111,strip,2017-08-21,estimation,0.1164225,0.1217855,0.9559635588801622,0.11490098834031419
GLD,112,straddle,2017-09-18,estimation,0.11654300000000001,0.117362,0.9930215913157582,0.03590661657635585
GLD,112,strip,2017-09-18,estimation,0.11654300000000001,0.117362,0.9930215913157582,0.22958447515847902
GLD,113,straddle,2017-10-23,estimation,0.1037975,0.110375,0.9404077010192525,-0.025077612645841966
GLD,113,strip,2017-10-23,estimation,0.1037975,0.110375,0.9404077010192525,0.3609595249943011
GLD,114,straddle,2017-11-20,estimation,0.10069800000000001,0.10884150000000001,0.9251801932167418,0.0020331202909149924
GLD,114,strip,2017-11-20,estimation,0.10069800000000001,0.10884150000000001,0.9251801932167418,0.3808561206086199
GLD,115,straddle,2017-12-18,estimation,0.0885325,0.099328,0.8913146343427835,-0.10312766464796572
GLD,115,strip,2017-12-18,estimation,0.0885325,0.099328,0.8913146343427835,0.07444359885794945
GLD,116,straddle,2018-01-22,estimation,0.1002605,0.1063095,0.9431000992385441,-0.40197586315781675
GLD,116,strip,2018-01-22,estimation,0.1002605,0.1063095,0.9431000992385441,-0.190432320285394
GLD,117,straddle,2018-02-20,estimation,0.126507,0.127977,0.9885135610304977,0.3561230730713998
GLD,117,strip,2018-02-20,estimation,0.126507,0.127977,0.9885135610304977,0.620552280235294
GLD,118,straddle,2018-03-19,estimation,0.09814200000000001,0.104403,0.9400304588948595,-0.2719917471688288
GLD,118,strip,2018-03-19,estimation,0.09814200000000001,0.104403,0.9400304588948595,-0.3902591741554865
GLD,119,straddle,2018-04-23,estimation,0.109122,0.11182,0.9758719370416741,0.1356765424752664
GLD,119,strip,2018-04-23,estimation,0.109122,0.11182,0.9758719370416741,0.290999764541583
GLD,120,straddle,2018-05-21,estimation,0.1003175,0.10195299999999999,0.983958294508254,-0.16155435258040712
GLD,120,strip,2018-05-21,estimation,0.1003175,0.10195299999999999,0.983958294508254,0.478896953140568
GLD,121,straddle,2018-06-18,estimation,0.0882545,0.0950255,0.9287454420129334,-0.06283430052870655
GLD,121,strip,2018-06-18,estimation,0.0882545,0.0950255,0.9287454420129334,0.009909477368726268
GLD,122,straddle,2018-07-23,estimation,0.106493,0.10770450000000001,0.988751630618962,0.007385987821507581
GLD,122,strip,2018-07-23,estimation,0.106493,0.10770450000000001,0.988751630618962,0.04376833420980124
GLD,123,straddle,2018-08-20,estimation,0.110071,0.108809,1.0115983052872464,0.21479093970557625
GLD,123,strip,2018-08-20,estimation,0.110071,0.108809,1.0115983052872464,0.34648187040102496
GLD,124,straddle,2018-09-24,estimation,0.0968325,0.098301,0.9850611896114994,-0.7728745838409646
GLD,124,strip,2018-09-24,estimation,0.0968325,0.098301,0.9850611896114994,-0.5594085034975351
GLD,125,straddle,2018-10-22,estimation,0.103889,0.10282350000000001,1.010362417151721,0.21541975435445612
GLD,125,strip,2018-10-22,estimation,0.103889,0.10282350000000001,1.010362417151721,0.2525544244450551
GLD,126,straddle,2018-11-19,estimation,0.107806,0.111159,0.9698360006837053,0.2499314496662024
GLD,126,strip,2018-11-19,estimation,0.107806,0.111159,0.9698360006837053,0.47236460330914193
GLD,127,straddle,2018-12-24,estimation,0.124115,0.1270955,0.9765491303783376,0.40500316206685033
GLD,127,strip,2018-12-24,estimation,0.124115,0.1270955,0.9765491303783376,0.7393926801902205
GLD,128,straddle,2019-01-22,estimation,0.092994,0.10066900000000001,0.9237600452969632,-0.05340416057586401
GLD,128,strip,2019-01-22,estimation,0.092994,0.10066900000000001,0.9237600452969632,0.23865723154923935
GLD,129,straddle,2019-02-19,estimation,0.10090350000000001,0.1058885,0.9529221775735799,-0.06021340125217243
GLD,129,strip,2019-02-19,estimation,0.10090350000000001,0.1058885,0.9529221775735799,-0.17714552378498333
GLD,130,straddle,2019-03-18,estimation,0.09090000000000001,0.095033,0.9565098439489441,-0.18089896456782467
GLD,130,strip,2019-03-18,estimation,0.09090000000000001,0.095033,0.9565098439489441,0.03458110375843379
GLD,131,straddle,2019-04-22,estimation,0.0856745,0.0889795,0.9628566130400822,0.17463691689054017
GLD,131,strip,2019-04-22,estimation,0.0856745,0.0889795,0.9628566130400822,0.23554912427740907
GLD,132,straddle,2019-05-20,estimation,0.0845745,0.08864849999999999,0.9540432156212457,-0.2881390063439897
GLD,132,strip,2019-05-20,estimation,0.0845745,0.08864849999999999,0.9540432156212457,-0.7823623118175199
GLD,133,straddle,2019-06-24,estimation,0.16230250000000002,0.14819349999999998,1.095206604878082,-0.21933624941882715
GLD,133,strip,2019-06-24,estimation,0.16230250000000002,0.14819349999999998,1.095206604878082,-0.17492315399041342
GLD,134,straddle,2019-07-22,estimation,0.14184950000000002,0.13055,1.0865530448104177,-0.2845130916030001
GLD,134,strip,2019-07-22,estimation,0.14184950000000002,0.13055,1.0865530448104177,0.120920992437415
GLD,135,straddle,2019-08-19,estimation,0.139155,0.13461050000000002,1.0337603678762057,-0.01805051460071922
GLD,135,strip,2019-08-19,estimation,0.139155,0.13461050000000002,1.0337603678762057,-0.07765163208675824
GLD,136,straddle,2019-09-23,estimation,0.1545145,0.1562325,0.9890035683996607,0.0788774998169968
