ticker,cycle,entry,k_strip,rv21,iv30,iv91,o1,o2,o1_median_prior,o2_p90_prior,o1_trade,o2_trade
GLD,19,2009-12-21,0.06643701118129276,0.070001592906258,0.237583,0.252556,-0.05226369909129889,0.9407141386464783,0.5250544914446803,1.0896731981750407,True,True
GLD,20,2010-01-19,0.045803257906208976,0.051560669946812646,0.1953245,0.213281,-0.11840394961081821,0.9158082529620548,0.5207227453663704,1.0847453394838977,True,True
GLD,21,2010-02-22,0.05499127744228782,0.043068744136079785,0.2115755,0.2313045,0.24437704072621327,0.9147055072426175,0.5139876984674394,1.0798174807927547,True,True
GLD,22,2010-03-22,0.036166238734721017,0.020556987324466137,0.1652145,0.1826555,0.5649251530836265,0.9045142358155106,0.5072526515685084,1.0748896221016118,True,True
GLD,23,2010-04-19,0.036593869598061546,0.025968658338000147,0.17278100000000002,0.183173,0.3429903667118282,0.9432667478285556,0.5139876984674394,1.0728401010946573,True,True
GLD,24,2010-05-24,0.06674616597078797,0.03633115199170195,0.2300235,0.23558849999999998,0.6082213021577053,0.97637830369479,0.5072526515685084,1.0707905800877027,True,True
GLD,25,2010-06-21,0.05063448707500081,0.02645058390099432,0.2020695,0.2211185,0.6493546731694594,0.9138516225462818,0.5139876984674394,1.0687410590807482,True,True
GLD,26,2010-07-19,0.0439601675820063,0.041637656617030436,0.1849855,0.198762,0.05427897672124082,0.9306884615771627,0.5207227453663704,1.0666915380737938,True,True
GLD,27,2010-08-23,0.031544222563674895,0.010334987912377924,0.16055049999999998,0.1915285,1.1158554286565903,0.8382590580514127,0.5139876984674394,1.0646420170668391,True,True
GLD,28,2010-09-20,0.029860164687827234,0.009819298817689313,0.160413,0.1915195,1.1121755911052305,0.8375805074679079,0.5207227453663704,1.0625924960598847,True,True
GLD,29,2010-10-18,0.044724874540124124,0.015376662596868323,0.19124049999999998,0.211343,1.0676788800231418,0.9048821110706291,0.5250544914446803,1.06054297505293,True,True
GLD,30,2010-11-22,0.03954892227799437,0.04258162314710855,0.1837295,0.2091715,-0.07388433444612241,0.878367750864721,0.5293862375229902,1.0584934540459756,True,True
GLD,31,2010-12-20,0.03028385188417539,0.020355460048819624,0.15596300000000002,0.193257,0.397265446367403,0.8070238076757893,0.5250544914446803,1.0564439330390212,True,True
GLD,32,2011-01-24,0.03438117458578687,0.021519429629739146,0.1692785,0.19074249999999998,0.4685529334219561,0.8874713291479351,0.5207227453663704,1.0543944120320665,True,True
GLD,33,2011-02-22,0.02684377489295103,0.01962427772590691,0.155246,0.169432,0.313266487295975,0.9162731951461353,0.5139876984674394,1.050167306744144,True,True
GLD,34,2011-03-21,0.029200304246480284,0.017799475900475946,0.1504255,0.16718650000000002,0.49501011554888796,0.8997466900736601,0.5072526515685084,1.0459402014562211,True,True
GLD,35,2011-04-18,0.028799227459230876,0.012648349986028228,0.147945,0.16139199999999998,0.8228217916709276,0.9166811242192923,0.5011313835586981,1.0417130961682983,True,True
GLD,36,2011-05-23,0.0339015155812493,0.03175791356277989,0.1663005,0.18153799999999998,0.06531778044467532,0.916064405248488,0.5072526515685084,1.0374859908803755,True,True
GLD,37,2011-06-20,0.02682259698332053,0.007649139584009152,0.1481765,0.1664095,1.2546515344328613,0.8904329380233701,0.5011313835586981,1.0332588855924527,True,True
GLD,38,2011-07-18,0.036451073542118864,0.018711418506087277,0.17879,0.18886999999999998,0.6668369576699724,0.9466299571133585,0.5072526515685084,1.0290317803045301,True,True
GLD,39,2011-08-22,0.11782285769242605,0.06086814028504564,0.302334,0.289381,0.660472400733197,1.0447610589499656,0.5139876984674394,1.0248046750166075,True,False
GLD,40,2011-09-19,0.09507660313239066,0.11516561969317635,0.28839499999999996,0.2840335,-0.19168834811822183,1.015355583056224,0.5207227453663704,1.046687729566386,False,True
GLD,41,2011-10-24,0.07542106264921286,0.04609349471904541,0.240188,0.25538649999999996,0.4924147538243216,0.9404882403729251,0.5139876984674394,1.0457243942581758,False,True
GLD,42,2011-11-21,0.09205461277647396,0.049857821622855424,0.266174,0.284247,0.6132066307972293,0.9364179745080863,0.5072526515685084,1.0447610589499656,True,True
GLD,43,2011-12-19,0.06388638870253578,0.06220801370068933,0.21144400000000002,0.2376225,0.026622500265847532,0.889831560563499,0.5139876984674394,1.0418205113605914,False,True
GLD,44,2012-01-23,0.03993623441857021,0.02588424325946053,0.1763135,0.19984200000000002,0.43364962737198515,0.8822644889462675,0.5072526515685084,1.0388799637712174,False,True
GLD,45,2012-02-21,0.03975505223135965,0.02839126498606928,0.17982949999999998,0.19443850000000001,0.3366554062393186,0.9248657030372069,0.5011313835586981,1.0359394161818432,False,True
GLD,46,2012-03-19,0.03276064377455948,0.0620114105128963,0.1605595,0.169791,-0.6380904986124313,0.9456302159714001,0.49501011554888796,1.032998868592469,False,True
GLD,47,2012-04-23,0.02853292692123314,0.021787519846738528,0.1510185,0.16812549999999998,0.2697214291945291,0.8982486297438521,0.49371243468660475,1.0300583210030947,False,True
GLD,48,2012-05-21,0.042181902572311254,0.021000770057711247,0.180124,0.1997035,0.6974321735966349,0.9019571514770648,0.4924147538243216,1.0271177734137207,True,True
GLD,49,2012-06-18,0.043664222151477236,0.030062028818692604,0.186435,0.206549,0.3732661773496838,0.9026187490619658,0.49371243468660475,1.0241772258243467,False,True
GLD,50,2012-07-23,0.033779602511529346,0.022446828532062577,0.1632405,0.177038,0.40870780818437213,0.9220647544594947,0.4924147538243216,1.0212366782349724,False,True
GLD,51,2012-08-20,0.022441391671859715,0.008600601062641688,0.139073,0.1700225,0.9590750043719993,0.8179682100898411,0.48359809612048765,1.0182961306455982,True,True
GLD,52,2012-09-24,0.02785849286632112,0.020187670248422628,0.1583145,0.17362,0.3220658358964216,0.9118448335445225,0.4924147538243216,1.015355583056224,False,True
GLD,53,2012-10-22,0.02234864004047009,0.009414064995893302,0.134511,0.14894849999999998,0.8645606237780915,0.9030705243758749,0.48359809612048765,1.0150323606658855,True,True
GLD,54,2012-11-19,0.01972438208897011,0.01815274271753948,0.124801,0.14354050000000002,0.08303387674498253,0.8694479955134612,0.4924147538243216,1.014709138275547,False,True
GLD,55,2012-12-24,0.01877960175826595,0.010225416317697581,0.1185975,0.12700250000000002,0.6078948511578829,0.9338202003897559,0.48359809612048765,1.0143859158852084,True,True
GLD,56,2013-01-22,0.01532857842209246,0.009379564278957921,0.111045,0.1286935,0.49118564701960576,0.8628640918150491,0.4924147538243216,1.01406269349487,False,True
GLD,57,2013-02-19,0.025819977588089973,0.009395988219776403,0.13734849999999998,0.138848,1.0108657043652154,0.9892004206038256,0.4918002004219637,1.0137394711045316,True,True
GLD,58,2013-03-18,0.01831314821783391,0.019788922176315824,0.122434,0.129404,-0.07750301137341167,0.9461376773515503,0.4924147538243216,1.0134162487141931,False,True
GLD,59,2013-04-22,0.05748343562531352,0.14976612663474004,0.21471200000000001,0.186864,-0.9575780913596873,1.149028170220053,0.4918002004219637,1.0130930263238547,False,False
GLD,60,2013-05-20,0.0693594262263167,0.04818899263230893,0.238546,0.2027025,0.3641714336856181,1.1768281101614435,0.49118564701960576,1.0212366782349724,False,False
GLD,61,2013-06-24,0.08069320839821842,0.0666810369744263,0.246343,0.2156755,0.1907338038323831,1.1421927849941231,0.4829835427181297,1.0457243942581758,False,False
GLD,62,2013-07-22,0.04833709763325499,0.07454378822116298,0.192858,0.191093,-0.4331873812921941,1.0092363404206328,0.47478143841665366,1.0543944120320665,False,True
GLD,63,2013-08-19,0.05861195700248443,0.037597550205009225,0.21478799999999998,0.2047175,0.4439998260286027,1.0491921794668262,0.4716671859193049,1.0534310767238564,False,True
GLD,64,2013-09-23,0.051897850236170606,0.0649452307989966,0.202831,0.199403,-0.2242669435681855,1.0171913160784944,0.4685529334219561,1.0533539655190185,False,True
GLD,65,2013-10-21,0.04652826501668499,0.03732336204178351,0.1961525,0.191044,0.22044051896254444,1.0267399133183979,0.4562763797252794,1.0528337422624945,False,True
GLD,66,2013-11-18,0.03862193799462791,0.018005903654640155,0.174296,0.180676,0.7631207719199166,0.9646881710907924,0.4439998260286027,1.0523135190059705,True,True
GLD,67,2013-12-23,0.04403809438040864,0.03828764225691966,0.182721,0.1911985,0.1399278530741689,0.9556612630329213,0.4562763797252794,1.0517932957494462,False,True
GLD,68,2014-01-21,0.025990857846067958,0.02415597266165917,0.147317,0.15931,0.07321319017933968,0.9247191011235955,0.4439998260286027,1.0512730724929222,False,True
GLD,69,2014-02-24,0.02605278825402379,0.02045185554578637,0.14279150000000002,0.15050049999999998,0.2420511830671315,0.9487775788120307,0.43882472670029393,1.0507528492363982,False,True
GLD,70,2014-03-24,0.03048697756688667,0.026214149649438585,0.15638649999999998,0.161644,0.1510002994765297,0.9674748212120461,0.43364962737198515,1.0502326259798742,False,True
GLD,71,2014-04-21,0.0262773805900733,0.016377666740670517,0.146517,0.1501565,0.4727898928619666,0.975761955026922,0.4211787177781786,1.0497124027233502,True,True
GLD,72,2014-05-19,0.02042847504714515,0.009590858139843235,0.128683,0.1371465,0.7561193955513159,0.938288618375241,0.43364962737198515,1.0491921794668262,True,True
GLD,73,2014-06-23,0.016732070212588636,0.023886389670023957,0.1154725,0.126256,-0.3559815769774899,0.914590197693575,0.43882472670029393,1.04874906741514,False,True
GLD,74,2014-07-21,0.02197143004544889,0.015159328130415085,0.13361,0.133824,0.37112691444635326,0.9984008847441416,0.43364962737198515,1.0483059553634542,False,True
GLD,75,2014-08-18,0.018477326127131894,0.009413296436112871,0.1236395,0.134497,0.6744211613817968,0.9192732923410931,0.4211787177781786,1.047862843311768,True,True
GLD,76,2014-09-22,0.028019076933081793,0.010964640690510362,0.14248,0.1448125,0.9382099846517521,0.9838929650410012,0.43364962737198515,1.047419731260082,True,True
GLD,77,2014-10-20,0.030381307216294055,0.010494840284038453,0.154914,0.15753650000000002,1.0629437902203167,0.9833530642105162,0.43882472670029393,1.046976619208396,True,True
GLD,78,2014-11-24,0.04379359098998847,0.04560723711305094,0.1839885,0.172238,-0.04057893030054819,1.0682224596198284,0.4439998260286027,1.04653350715671,False,False
GLD,79,2014-12-22,0.04212117560708922,0.05382226370495637,0.18131999999999998,0.1790325,-0.24513660730277742,1.0127770097607975,0.43882472670029393,1.0507528492363982,False,True
GLD,80,2015-01-20,0.05435997257428225,0.035095820500609706,0.2158765,0.200337,0.4375460354373834,1.0775667999420977,0.43364962737198515,1.0502326259798742,True,False
GLD,81,2015-02-23,0.0379815230242076,0.03349958861828563,0.17763600000000002,0.175327,0.1255666465657204,1.0131696772316872,0.4355978314046843,1.0557772167908428,False,True
GLD,82,2015-03-23,0.028834747172891195,0.01759154806920336,0.15485900000000002,0.16758699999999999,0.4941625956062825,0.9240513882341711,0.43364962737198515,1.0543944120320665,True,True
GLD,83,2015-04-20,0.02330904688179216,0.015517303658162947,0.1361255,0.1534625,0.4068857971037966,0.8870277755151911,0.4355978314046843,1.0538741887755425,False,True
GLD,84,2015-05-18,0.02533161261637618,0.0240011392967956,0.14206649999999998,0.15253450000000002,0.053951826352500745,0.9313729025236912,0.43364962737198515,1.0533539655190185,False,True
GLD,85,2015-06-22,0.018556849001221825,0.010343783445598704,0.1240115,0.139033,0.5844532333203492,0.8919573051002281,0.4211787177781786,1.0528337422624945,True,True
GLD,86,2015-07-20,0.03908289893749808,0.016629981986314064,0.177244,0.1699255,0.8544777939908742,1.0430688743007965,0.43364962737198515,1.0523135190059705,True,True
GLD,87,2015-08-24,0.04720931270928959,0.01427210532499373,0.18665700000000002,0.17842750000000002,1.1962842206480908,1.046122374633955,0.4355978314046843,1.0517932957494462,True,True
GLD,88,2015-09-21,0.026616560153762497,0.013897209166117176,0.15061950000000002,0.1645915,0.649845543686011,0.9151110476543444,0.4375460354373834,1.0512730724929225,True,True
GLD,89,2015-10-19,0.029931635652188864,0.025263982658567417,0.1592225,0.169325,0.169536198521723,0.9403366307397016,0.44077293073299306,1.0507528492363982,False,True
GLD,90,2015-11-23,0.033486633377970636,0.014124318151208353,0.158487,0.15437450000000003,0.8632483521786927,1.0266397623959913,0.4375460354373834,1.0502326259798742,True,True
GLD,91,2015-12-21,0.02366405329792074,0.030634099012967694,0.138486,0.151651,-0.25815657711928003,0.913188834890637,0.44077293073299306,1.0497124027233502,False,True
GLD,92,2016-01-19,0.026789285350462846,0.026074151247869583,0.148499,0.16054000000000002,0.02705755727969106,0.9249968855113989,0.4375460354373834,1.0491921794668262,False,True
GLD,93,2016-02-22,0.056522025352769456,0.057128184387015085,0.216775,0.206708,-0.010667200412273075,1.048701550012578,0.4355978314046843,1.048885198983539,False,True
GLD,94,2016-03-21,0.0305342485356108,0.03099783115246234,0.162341,0.166386,-0.01506828277735488,0.975689060377676,0.43364962737198515,1.0490940535759765,False,True
GLD,95,2016-04-18,0.03068903591960804,0.02627233747707622,0.1649885,0.1683825,0.15538887594439305,0.9798435110537023,0.4211787177781786,1.0490449906305517,False,True
GLD,96,2016-05-23,0.02744911042896014,0.021985355362959393,0.1605525,0.1667865,0.22195719408610612,0.9626228741534836,0.40870780818437213,1.0489959276851268,False,True
GLD,97,2016-06-20,0.04672954719502491,0.022291028889436154,0.199737,0.1813415,0.7401923612806764,1.1014412034752112,0.40779680264408436,1.048946864739702,True,False
GLD,98,2016-07-18,0.02871691103864865,0.04821877225296805,0.162434,0.160568,-0.5182622270326006,1.011621244581735,0.40870780818437213,1.0512730724929225,False,True
GLD,99,2016-08-22,0.023248442424090424,0.013045370933268942,0.15412399999999998,0.167894,0.5778047841927187,0.9179839660738323,0.40779680264408436,1.0507528492363982,True,True
GLD,100,2016-09-19,0.025034869728661955,0.010954072884893093,0.15037,0.1560765,0.8265583021364137,0.9634378013346019,0.40870780818437213,1.0502326259798742,True,True
GLD,101,2016-10-24,0.02209645918056657,0.019105688050561905,0.13651000000000002,0.1443445,0.1454312832013033,0.945723598751598,0.4211787177781786,1.0497124027233502,False,True
GLD,102,2016-11-21,0.025616394375940228,0.019207083195057106,0.140153,0.149513,0.28795342441367333,0.9373967481088601,0.40870780818437213,1.0491921794668262,False,True
GLD,103,2016-12-19,0.026673297830393582,0.018398902284680836,0.14801,0.1585915,0.3713719793385643,0.9332782652285905,0.40779680264408436,1.0491431165214014,False,True
GLD,104,2017-01-23,0.02231947109445687,0.012833259582078115,0.136998,0.144893,0.5534192349893772,0.9455115153941185,0.4068857971037966,1.0490940535759765,True,True
GLD,105,2017-02-21,0.018776337269262335,0.010446659655731503,0.124136,0.1432795,0.5863151440304077,0.8663905164381506,0.40779680264408436,1.0490449906305517,True,True
GLD,106,2017-03-20,0.014167199487457127,0.010938058046602663,0.11068349999999999,0.12957950000000001,0.2586811256484594,0.8541744643249896,0.40870780818437213,1.0489959276851268,False,True
GLD,107,2017-04-24,0.014941776304856406,0.007324492841843131,0.1173485,0.122835,0.712937152646783,0.9553343916636138,0.40779680264408436,1.048946864739702,True,True
GLD,108,2017-05-22,0.014881599543197559,0.013325457838110986,0.1126355,0.125017,0.11044919101572993,0.9009614692401834,0.40870780818437213,1.0488978017942774,False,True
GLD,109,2017-06-19,0.011790929581451098,0.007793653539613668,0.0968695,0.113372,0.41402080261172913,0.8544393677451222,0.40779680264408436,1.0488487388488525,True,True
GLD,110,2017-07-24,0.013715475051592686,0.009202790053555383,0.105824,0.1162435,0.3990180563945607,0.9103648806169807,0.40870780818437213,1.0487996759034277,False,True
GLD,111,2017-08-21,0.016863031014901476,0.0076693043626145894,0.1164225,0.1217855,0.7878977965264442,0.9559635588801622,0.40779680264408436,1.0487506129580029,True,True
GLD,112,2017-09-18,0.016209823023849105,0.01340933540701113,0.11654300000000001,0.117362,0.18966628141508285,0.9930215913157582,0.40870780818437213,1.048701550012578,False,True
GLD,113,2017-10-23,0.013750528100711956,0.009430373856170871,0.1037975,0.110375,0.3771414894348535,0.9404077010192525,0.40779680264408436,1.0484436324747157,False,True
GLD,114,2017-11-20,0.012787781867246401,0.007906759763783019,0.10069800000000001,0.10884150000000001,0.4807721135383157,0.9251801932167418,0.4068857971037966,1.0481857149368534,True,True
GLD,115,2017-12-18,0.010208810220438451,0.010717239688912725,0.0885325,0.099328,-0.048602536202902925,0.8913146343427835,0.40779680264408436,1.0479277973989911,False,True
GLD,116,2018-01-22,0.013578030256455997,0.007495691234351166,0.1002605,0.1063095,0.5941247108548611,0.9431000992385441,0.4068857971037966,1.0476698798611288,True,True
GLD,117,2018-02-20,0.020129614122317556,0.014176866599452363,0.126507,0.127977,0.3505805467387046,0.9885135610304977,0.40779680264408436,1.0474119623232665,False,True
GLD,118,2018-03-19,0.012184002919445151,0.00737377036759581,0.09814200000000001,0.104403,0.5021946966984565,0.9400304588948595,0.4068857971037966,1.0471540447854042,True,True
GLD,119,2018-04-23,0.014851779464565904,0.012636418359211136,0.109122,0.11182,0.16153669642545496,0.9758719370416741,0.40779680264408436,1.0468961272475419,False,True
GLD,120,2018-05-21,0.013761900425636596,0.007581765347609072,0.1003175,0.10195299999999999,0.5961578672955289,0.983958294508254,0.4068857971037966,1.0466382097096796,True,True
GLD,121,2018-06-18,0.010035066834369851,0.005297956806082377,0.0882545,0.0950255,0.6387644044083555,0.9287454420129334,0.40779680264408436,1.0463802921718173,True,True
GLD,122,2018-07-23,0.015028716151674063,0.008239431573610602,0.106493,0.10770450000000001,0.6010314233094046,0.988751630618962,0.40870780818437213,1.046122374633955,True,True
GLD,123,2018-08-20,0.015618320869082896,0.01064529086281909,0.110071,0.108809,0.3833270179917331,1.0115983052872464,0.41136430539805063,1.045986243065556,False,True
GLD,124,2018-09-24,0.012186859494636148,0.008429879808685032,0.0968325,0.098301,0.36857576631453637,0.9850611896114994,0.40870780818437213,1.045850111497157,False,True
GLD,125,2018-10-22,0.014164895902832843,0.013925203404265672,0.103889,0.10282350000000001,0.017066391520312727,1.010362417151721,0.40779680264408436,1.0457139799287583,False,True
GLD,126,2018-11-19,0.016111244160022232,0.007352031558612106,0.107806,0.111159,0.7845407456936704,0.9698360006837053,0.4068857971037966,1.0455778483603593,True,True
GLD,127,2018-12-24,0.022814080055239917,0.008688238035728083,0.124115,0.1270955,0.9654077306041914,0.9765491303783376,0.40779680264408436,1.0454417167919603,True,True
GLD,128,2019-01-22,0.012076751578308344,0.009796427439934247,0.092994,0.10066900000000001,0.20926447499605355,0.9237600452969632,0.40870780818437213,1.0453055852235613,False,True
GLD,129,2019-02-19,0.013001731536830777,0.009829663880204939,0.10090350000000001,0.1058885,0.27967780342321974,0.9529221775735799,0.40779680264408436,1.0451694536551623,False,True
GLD,130,2019-03-18,0.009787605793923774,0.014199542543197063,0.09090000000000001,0.095033,-0.37209287847653294,0.9565098439489441,0.4068857971037966,1.0450333220867636,False,True
GLD,131,2019-04-22,0.009135054685127026,0.00803935530345074,0.0856745,0.0889795,0.12777028230449597,0.9628566130400822,0.4029519267491787,1.0448971905183646,False,True
GLD,132,2019-05-20,0.00843467216571288,0.005003528572184865,0.0845745,0.08864849999999999,0.5222074713210306,0.9540432156212457,0.3990180563945607,1.0447610589499656,True,True
GLD,133,2019-06-24,0.029512978904338943,0.019234308686859058,0.16230250000000002,0.14819349999999998,0.4281345342674994,1.095206604878082,0.4029519267491787,1.0445918404850487,True,False
GLD,134,2019-07-22,0.023075731958214215,0.02977464661532138,0.14184950000000002,0.13055,-0.254875745949366,1.0865530448104177,0.4068857971037966,1.045850111497157,False,False
GLD,135,2019-08-19,0.02206940101805645,0.02207262235588091,0.139155,0.13461050000000002,-0.00014595333806470204,1.0337603678762057,0.4029519267491787,1.0479277973989911,False,True
GLD,136,2019-09-23,0.02808885170625827,0.023071360203332482,0.1545145,0.1562325,0.1967807309069332,0.9890035683996607,0.3990180563945607,1.0476698798611288,False,True
GLD,137,2019-10-21,0.019778952871543742,0.014964702262974059,0.1276675,0.1287655,0.2789241404954971,0.9914728712271531,0.39814175138098185,1.0474119623232665,False,True
GLD,138,2019-11-18,0.013646566313531333,0.011336840707856349,0.10289999999999999,0.110875,0.18543027557077893,0.9280721533258173,0.397265446367403,1.0471540447854042,False,True
GLD,139,2019-12-23,0.010739293290212538,0.004967525035126559,0.09309049999999999,0.108263,0.770987550044464,0.8598551675087518,0.39029623217956805,1.0468961272475419,True,True
GLD,140,2020-01-21,0.013263662611520776,0.008980899511717488,0.10325300000000001,0.108932,0.38992811602387967,0.94786655895421,0.397265446367403,1.0466382097096796,False,True
GLD,141,2020-02-24,0.033281709578263964,0.012700220211792818,0.158498,0.1413855,0.9633886513473564,1.121034335204105,0.39359678119564134,1.0463802921718173,True,False
GLD,142,2020-03-23,0.17943722485985283,0.11419112187088462,0.37106700000000004,0.341464,0.45195187226838407,1.086694351381112,0.397265446367403,1.048701550012578,True,False
GLD,143,2020-04-20,0.08005785426469393,0.10209296300395759,0.242695,0.24001099999999997,-0.2431342485941084,1.0111828207873808,0.39814175138098185,1.0491431165214014,False,True
GLD,144,2020-05-18,0.05197261505639994,0.0220690767774228,0.20704299999999998,0.224165,0.8565395584990079,0.9236187629647803,0.397265446367403,1.0490940535759765,True,True
GLD,145,2020-06-22,0.037731285549830025,0.02261766366275994,0.17434100000000002,0.195314,0.511758426744043,0.8926190646855834,0.39814175138098185,1.0490449906305517,True,True
GLD,146,2020-07-20,0.024444364716717976,0.007698548708466195,0.134429,0.15193,1.1553678757468278,0.884808793523333,0.3990180563945607,1.0489959276851268,True,True
GLD,147,2020-08-24,0.05768471113886244,0.08354938539427503,0.21167999999999998,0.22256399999999998,-0.3704457320655779,0.9510972124871947,0.4029519267491787,1.048946864739702,False,True
GLD,148,2020-09-21,0.044359577176401176,0.018609611801454838,0.1809855,0.2016655,0.8686504200337009,0.8974539522129467,0.3990180563945607,1.0488978017942774,True,True
GLD,149,2020-10-19,0.04586807347612494,0.024193460249975998,0.19363550000000002,0.19111050000000002,0.6396869490410243,1.0132122515508044,0.4029519267491787,1.0488487388488525,True,True
GLD,150,2020-11-23,0.03651911308285308,0.04285888629912693,0.1654215,0.17679250000000002,-0.160077235447197,0.9356816607039324,0.4068857971037966,1.0487996759034277,False,True
GLD,151,2020-12-21,0.038666809576801554,0.027174537351739834,0.176059,0.18899349999999998,0.3527011902958224,0.9315611383460278,0.4029519267491787,1.0487506129580029,False,True
GLD,152,2021-01-19,0.03582722511095105,0.03136335775041007,0.164604,0.173607,0.13306782147606214,0.9481414919905303,0.3990180563945607,1.048701550012578,False,True
GLD,153,2021-02-22,0.0371402111630709,0.020489364886682078,0.16901850000000002,0.178616,0.5947942759925224,0.9462674116540513,0.39814175138098185,1.0484436324747157,True,True
GLD,154,2021-03-22,0.026282625573389458,0.025713390199443232,0.1445785,0.1591755,0.02189622063792804,0.9082961887978992,0.3990180563945607,1.0481857149368534,False,True
GLD,155,2021-04-19,0.02604552090401357,0.01897957081267339,0.13675199999999998,0.144613,0.3164826308345533,0.945641124933443,0.39814175138098185,1.0479277973989911,False,True
GLD,156,2021-05-24,0.028556439482281284,0.012145213861160268,0.142991,0.151641,0.8549472904251517,0.9429573796005039,0.397265446367403,1.0476698798611288,True,True
GLD,157,2021-06-21,0.028621962223156393,0.02769686557934135,0.1466025,0.1505235,0.03285508222421206,0.973950911319495,0.39814175138098185,1.0474119623232665,False,True
GLD,158,2021-07-19,0.025891156632240758,0.007950781833236654,0.142735,0.1500895,1.1806311999958516,0.9509992371218507,0.397265446367403,1.0471540447854042,True,True
GLD,159,2021-08-23,0.02475108211887665,0.021238651937231776,0.139648,0.14854,0.15304648378944857,0.9401373367443112,0.39814175138098185,1.0468961272475419,False,True
GLD,160,2021-09-20,0.02885903496417846,0.020104252177438962,0.1464485,0.1474165,0.3614917704543757,0.9934335708689326,0.397265446367403,1.0466382097096796,False,True
GLD,161,2021-10-18,0.02438834226971015,0.016445944529651382,0.1373405,0.14150449999999998,0.39402632863116915,0.97057337399164,0.39359678119564134,1.0463802921718173,True,True
GLD,162,2021-11-22,0.02820465753741328,0.01787254552902436,0.143449,0.144918,0.4562213591174925,0.9898632330007314,0.39402632863116915,1.046122374633955,True,True
GLD,163,2021-12-20,0.025457383998523844,0.014046459798561697,0.1353,0.147119,0.5946354459844022,0.9196636736247528,0.3956458874992861,1.045986243065556,True,True
GLD,164,2022-01-24,0.026341514185228156,0.012964984518673853,0.134658,0.14103300000000002,0.7088939559104546,0.9547978132777434,0.397265446367403,1.045850111497157,True,True
GLD,165,2022-02-22,0.034373703363183336,0.016750188675169073,0.15744950000000002,0.155623,0.7188823125347146,1.011736697017793,0.39814175138098185,1.0457139799287583,True,True
GLD,166,2022-03-21,0.048246006315932025,0.04324964732627881,0.1923375,0.19103,0.10932397466610722,1.0068444746898393,0.3990180563945607,1.0455778483603593,False,True
